logger: Circle 48 started on Raspberry Pi 400 4GB (AArch64)
logger: Revision code is c03130, compiler has been GCC 11.3.1
interruptgic: write32 [ff841100] = 40000000
interruptgic: read32 [ff84200c] = 1e
00:00:04.45 interruptgic: read32 [ff84200c] = 1e
00:00:04.46 interruptgic: write32 [ff842010] = 1e
00:00:04.46 interruptgic: read32 [ff84200c] = 1e
00:00:04.47 interruptgic: write32 [ff842010] = 1e
00:00:04.47 interruptgic: read32 [ff84200c] = 1e
00:00:04.48 interruptgic: write32 [ff842010] = 1e
00:00:04.48 interruptgic: read32 [ff84200c] = 1e
00:00:04.49 interruptgic: write32 [ff842010] = 1e
00:00:04.49 xhcimmiospace: write32 [104] = 1
00:00:04.50 interruptgic: read32 [ff84200c] = af
00:00:04.50 xhci: IRQ
00:00:04.50 xhcimmiospace: read32 [24] = 8
00:00:04.50 xhcimmiospace: write32 [24] = 8
00:00:04.50 xhcimmiospace: read32 [220] = 3
00:00:04.50 xhcimmiospace: write32 [220] = 3
00:00:04.50 xhciep: Transfer event on endpoint 1 (completion 1, length 0)
00:00:04.50 xhcimmiospace: write32 [238] = 6008f8
00:00:04.50 xhcimmiospace: write32 [23c] = 4
00:00:04.50 interruptgic: write32 [ff842010] = af
00:00:04.50 interruptgic: read32 [ff84200c] = 1e
00:00:04.51 interruptgic: write32 [ff842010] = 1e
00:00:04.51 interruptgic: read32 [ff84200c] = 1e
00:00:04.52 interruptgic: write32 [ff842010] = 1e
00:00:04.52 interruptgic: read32 [ff84200c] = 1e
00:00:04.53 interruptgic: write32 [ff842010] = 1e
00:00:04.53 interruptgic: read32 [ff84200c] = 1e
00:00:04.54 interruptgic: write32 [ff842010] = 1e
00:00:04.54 interruptgic: read32 [ff84200c] = 1e
00:00:04.55 interruptgic: write32 [ff842010] = 1e
00:00:04.55 interruptgic: read32 [ff84200c] = 1e
00:00:04.56 interruptgic: write32 [ff842010] = 1e
00:00:04.56 interruptgic: read32 [ff84200c] = 1e
00:00:04.57 interruptgic: write32 [ff842010] = 1e
00:00:04.57 interruptgic: read32 [ff84200c] = 1e
